,player_name,surface,matches_won,matches_lost,win_rate
2603,Grega Zemlja,Hard,22.0,29.0,43.13725490196079
2604,Gregoire Barrere,Clay,10.0,18.0,35.714285714285715
2605,Gregoire Barrere,Grass,6.0,7.0,46.15384615384615
2606,Gregoire Barrere,Hard,22.0,38.0,36.666666666666664
2607,Gregoire Burquier,Hard,0.0,1.0,0.0
2608,Gregory Carraz,Carpet,5.0,6.0,45.45454545454545
2609,Gregory Carraz,Clay,0.0,4.0,0.0
2610,Gregory Carraz,Grass,6.0,9.0,40.0
2611,Gregory Carraz,Hard,24.0,35.0,40.67796610169492
2612,Greig Rodger,Hard,0.0,2.0,0.0
2613,Grigor Dimitrov,Carpet,2.0,0.0,100.0
2614,Grigor Dimitrov,Clay,102.0,70.0,59.30232558139535
2615,Grigor Dimitrov,Grass,47.0,33.0,58.75
2616,Grigor Dimitrov,Hard,313.0,189.0,62.35059760956175
2617,Grzegorz Panfil,Carpet,2.0,0.0,100.0
2618,Grzegorz Panfil,Clay,0.0,2.0,0.0
2619,Grzegorz Panfil,Hard,1.0,1.0,50.0
2620,Guido Andreozzi,Clay,6.0,16.0,27.27272727272727
2621,Guido Andreozzi,Grass,1.0,3.0,25.0
2622,Guido Andreozzi,Hard,5.0,9.0,35.714285714285715
2623,Guido Pella,Clay,68.0,65.0,51.127819548872175
2624,Guido Pella,Grass,11.0,16.0,40.74074074074074
2625,Guido Pella,Hard,50.0,71.0,41.32231404958678
2626,Guilherme Clezar,Clay,1.0,11.0,8.333333333333332
2627,Guilherme Clezar,Hard,0.0,3.0,0.0
2628,Guillaume Couillard,Carpet,0.0,1.0,0.0
2629,Guillaume Couillard,Clay,2.0,7.0,22.22222222222222
2630,Guillaume Couillard,Hard,1.0,0.0,100.0
2631,Guillaume Marx,Clay,0.0,2.0,0.0
2632,Guillaume Raoux,Carpet,44.0,46.0,48.888888888888886
2633,Guillaume Raoux,Clay,15.0,33.0,31.25
2634,Guillaume Raoux,Grass,20.0,24.0,45.45454545454545
2635,Guillaume Raoux,Hard,93.0,106.0,46.733668341708544
2636,Guillaume Rufin,Clay,5.0,13.0,27.77777777777778
2637,Guillaume Rufin,Grass,2.0,4.0,33.33333333333333
2638,Guillaume Rufin,Hard,9.0,11.0,45.0
2639,Guillem Burniol,Clay,0.0,2.0,0.0
2640,Guillermo Alcaide,Grass,0.0,1.0,0.0
2641,Guillermo Canas,Carpet,7.0,12.0,36.84210526315789
2642,Guillermo Canas,Clay,124.0,86.0,59.04761904761905
2643,Guillermo Canas,Grass,26.0,18.0,59.09090909090909
2644,Guillermo Canas,Hard,98.0,79.0,55.367231638418076
2645,Guillermo Carter,Carpet,1.0,0.0,100.0
2646,Guillermo Coria,Carpet,7.0,7.0,50.0
2647,Guillermo Coria,Clay,134.0,53.0,71.65775401069519
2648,Guillermo Coria,Grass,10.0,8.0,55.55555555555556
2649,Guillermo Coria,Hard,68.0,48.0,58.620689655172406
2650,Guillermo Garcia Lopez,Carpet,1.0,3.0,25.0
2651,Guillermo Garcia Lopez,Clay,136.0,138.0,49.63503649635037
2652,Guillermo Garcia Lopez,Grass,29.0,31.0,48.333333333333336
2653,Guillermo Garcia Lopez,Hard,133.0,182.0,42.22222222222222
2654,Guillermo Hormazabal,Carpet,0.0,1.0,0.0
2655,Guillermo Hormazabal,Clay,0.0,4.0,0.0
2656,Guillermo Hormazabal,Hard,0.0,1.0,0.0
2657,Guillermo Olaso,Clay,2.0,3.0,40.0
2658,Guillermo Olaso,Hard,0.0,1.0,0.0
2659,Guillermo Perez Roldan,Clay,68.0,49.0,58.119658119658126
2660,Guillermo Perez Roldan,Hard,3.0,5.0,37.5
2661,Guillermo Rivera Aranguiz,Clay,0.0,1.0,0.0
2662,Guillermo Vilas,Clay,0.0,2.0,0.0
2663,Gunawan Trismuwantara,Grass,0.0,2.0,0.0
2664,Gunawan Trismuwantara,Hard,1.0,1.0,50.0
2665,Gunther Darkey,Clay,0.0,4.0,0.0
2666,Gunther Darkey,Hard,2.0,2.0,50.0
2667,Gustavo Heide,Clay,2.0,4.0,33.33333333333333
2668,Gustavo Heide,Hard,0.0,1.0,0.0
2669,Gustavo Kuerten,Carpet,24.0,20.0,54.54545454545454
2670,Gustavo Kuerten,Clay,183.0,78.0,70.11494252873564
2671,Gustavo Kuerten,Grass,7.0,8.0,46.666666666666664
2672,Gustavo Kuerten,Hard,147.0,89.0,62.28813559322034
2673,Gustavo Marcaccio,Clay,2.0,2.0,50.0
2674,Gustavo Marcaccio,Hard,0.0,1.0,0.0
2675,Gustavo Ramirez,Clay,3.0,5.0,37.5
2676,Gustavo Ramirez,Hard,1.0,2.0,33.33333333333333
2677,Guy Forget,Carpet,54.0,36.0,60.0
2678,Guy Forget,Clay,32.0,31.0,50.79365079365079
2679,Guy Forget,Grass,19.0,13.0,59.375
2680,Guy Forget,Hard,81.0,44.0,64.8
2681,Gvidas Sabeckis,Clay,0.0,1.0,0.0
2682,Gvidas Sabeckis,Hard,0.0,1.0,0.0
2683,Gwinyai Chingoka,Hard,0.0,1.0,0.0
2684,Gwinyai Tongoona,Carpet,1.0,0.0,100.0
2685,Gwinyai Tongoona,Clay,0.0,2.0,0.0
2686,Gwinyai Tongoona,Hard,0.0,3.0,0.0
2687,Gyorgy Balazs,Carpet,1.0,0.0,100.0
2688,Gyorgy Balazs,Clay,2.0,1.0,66.66666666666666
2689,Gyorgy Balazs,Hard,0.0,1.0,0.0
2690,Hady Habib,Clay,3.0,6.0,33.33333333333333
2691,Hady Habib,Hard,6.0,0.0,100.0
2692,Haithem Abid,Clay,1.0,5.0,16.666666666666664
2693,Haithem Abid,Hard,0.0,4.0,0.0
2694,Haluk Akkoyun,Carpet,0.0,1.0,0.0
2695,Haluk Akkoyun,Hard,0.0,2.0,0.0
2696,Hamad Medjedovic,Clay,7.0,11.0,38.88888888888889
2697,Hamad Medjedovic,Grass,1.0,2.0,33.33333333333333
2698,Hamad Medjedovic,Hard,13.0,5.0,72.22222222222221
2699,Hamed Ul Haq,Clay,5.0,0.0,100.0
2700,Hamed Ul Haq,Grass,0.0,2.0,0.0
2701,Hamed Ul Haq,Hard,2.0,2.0,50.0
2702,Hamid Reza Nadaf,Clay,0.0,1.0,0.0
2703,Hamid Reza Nadaf,Hard,1.0,0.0,100.0
2704,Hamza Karmoussi,Hard,0.0,1.0,0.0
2705,Han Cheol Shin,Carpet,0.0,2.0,0.0
2706,Han Cheol Shin,Clay,2.0,3.0,40.0
2707,Han Cheol Shin,Hard,2.0,5.0,28.57142857142857
2708,Hani Al Ali,Hard,3.0,5.0,37.5
2709,Hans Hach Verdugo,Hard,1.0,1.0,50.0
2710,Hans Podlipnik Castillo,Clay,3.0,3.0,50.0
2711,Hans Podlipnik Castillo,Hard,0.0,1.0,0.0
2712,Hao Lu,Clay,2.0,0.0,100.0
2713,Hao Lu,Grass,0.0,1.0,0.0
2714,Hao Lu,Hard,1.0,2.0,33.33333333333333
2715,Hao Sheng Koay,Hard,0.0,1.0,0.0
2716,Harel Levy,Carpet,3.0,5.0,37.5
2717,Harel Levy,Clay,17.0,24.0,41.46341463414634
2718,Harel Levy,Grass,6.0,10.0,37.5
2719,Harel Levy,Hard,37.0,60.0,38.144329896907216
2720,Harold Mayot,Clay,1.0,4.0,20.0
2721,Harold Mayot,Grass,1.0,2.0,33.33333333333333
2722,Harold Mayot,Hard,5.0,7.0,41.66666666666667
2723,Harold Solomon,Hard,0.0,1.0,0.0
2724,Harri Heliovaara,Carpet,1.0,2.0,33.33333333333333
2725,Harri Heliovaara,Clay,1.0,4.0,20.0
2726,Harri Heliovaara,Hard,6.0,10.0,37.5
2727,Harry Bourchier,Hard,1.0,1.0,50.0
2728,Harsh Mankad,Carpet,0.0,1.0,0.0
2729,Harsh Mankad,Clay,0.0,2.0,0.0
2730,Harsh Mankad,Grass,3.0,1.0,75.0
2731,Harsh Mankad,Hard,3.0,7.0,30.0
2732,Harshana Godamanna,Clay,7.0,4.0,63.63636363636363
2733,Harshana Godamanna,Hard,6.0,2.0,75.0
2734,Harutyun Sofyan,Hard,0.0,1.0,0.0
2735,Hasan Ibrahim,Clay,0.0,1.0,0.0
2736,Hassan Al Mousa,Hard,0.0,1.0,0.0
2737,Hassan El Arousy,Clay,3.0,1.0,75.0
2738,Hassan El Arousy,Hard,0.0,2.0,0.0
2739,Haydn Lewis,Clay,0.0,3.0,0.0
2740,Haydn Lewis,Hard,3.0,8.0,27.27272727272727
2741,Hayk Hakobyan,Clay,0.0,1.0,0.0
2742,Hazem Naw,Hard,1.0,1.0,50.0
2743,Hazuan Hizan,Hard,1.0,4.0,20.0
2744,Heath Denman,Hard,1.0,5.0,16.666666666666664
2745,Hector Moretti,Clay,0.0,2.0,0.0
2746,Hector Nevares,Hard,0.0,2.0,0.0
2747,Hee Seok Chung,Carpet,0.0,2.0,0.0
2748,Hee Seok Chung,Clay,1.0,0.0,100.0
2749,Hee Seok Chung,Hard,6.0,1.0,85.71428571428571
2750,Hee Sung Chung,Carpet,0.0,1.0,0.0
2751,Hei Yin Andrew Li,Hard,0.0,1.0,0.0
2752,Helder Lopes,Carpet,1.0,1.0,50.0
2753,Helder Lopes,Clay,1.0,1.0,50.0
2754,Helder Lopes,Hard,0.0,2.0,0.0
2755,Helge Koll,Carpet,3.0,1.0,75.0
2756,Helge Koll,Clay,1.0,6.0,14.285714285714285
2757,Helge Koll,Hard,1.0,6.0,14.285714285714285
2758,Helge Rosjo,Carpet,1.0,0.0,100.0
2759,Hendri Susilo Pramono,Hard,1.0,1.0,50.0
2760,Hendrik Dreekmann,Carpet,14.0,20.0,41.17647058823529
2761,Hendrik Dreekmann,Clay,23.0,38.0,37.704918032786885
2762,Hendrik Dreekmann,Grass,11.0,19.0,36.666666666666664
2763,Hendrik Dreekmann,Hard,49.0,43.0,53.2608695652174
2764,Hendrik Jan Davids,Carpet,1.0,7.0,12.5
2765,Hendrik Jan Davids,Clay,1.0,7.0,12.5
2766,Hendrik Jan Davids,Grass,1.0,5.0,16.666666666666664
2767,Hendrik Jan Davids,Hard,4.0,7.0,36.36363636363637
2768,Henri Kontinen,Carpet,1.0,1.0,50.0
2769,Henri Kontinen,Clay,3.0,0.0,100.0
2770,Henri Kontinen,Grass,1.0,1.0,50.0
2771,Henri Kontinen,Hard,2.0,4.0,33.33333333333333
2772,Henri Laaksonen,Clay,22.0,32.0,40.74074074074074
2773,Henri Laaksonen,Grass,0.0,2.0,0.0
2774,Henri Laaksonen,Hard,27.0,42.0,39.130434782608695
2775,Henri Leconte,Carpet,19.0,16.0,54.285714285714285
2776,Henri Leconte,Clay,22.0,35.0,38.59649122807017
2777,Henri Leconte,Grass,18.0,10.0,64.28571428571429
2778,Henri Leconte,Hard,11.0,17.0,39.285714285714285
2779,Henri Squire,Clay,1.0,1.0,50.0
2780,Henri Squire,Grass,0.0,3.0,0.0
2781,Henri Squire,Hard,0.0,1.0,0.0
2782,Henrik Andersson,Clay,0.0,2.0,0.0
2783,Henrik Holm,Carpet,18.0,25.0,41.86046511627907
2784,Henrik Holm,Clay,5.0,14.0,26.31578947368421
2785,Henrik Holm,Grass,19.0,13.0,59.375
2786,Henrik Holm,Hard,51.0,55.0,48.113207547169814
2787,Henrik Sillanpaa,Clay,0.0,2.0,0.0
2788,Henrique Rocha,Clay,1.0,3.0,25.0
2789,Henrique Rocha,Hard,2.0,0.0,100.0
2790,Henry Adjei Darko,Clay,1.0,1.0,50.0
2791,Henry Adjei Darko,Hard,2.0,3.0,40.0
2792,Henry Estrella,Clay,3.0,2.0,60.0
2793,Henry Estrella,Hard,0.0,1.0,0.0
2794,Henry Searle,Grass,0.0,2.0,0.0
2795,Henry So,Hard,0.0,1.0,0.0
2796,Herbert Wiltschnig,Clay,3.0,12.0,20.0
2797,Herbert Wiltschnig,Hard,1.0,2.0,33.33333333333333
2798,Herkko Pollanen,Hard,1.0,2.0,33.33333333333333
2799,Hermes Gamonal,Carpet,0.0,1.0,0.0
2800,Hermes Gamonal,Clay,4.0,8.0,33.33333333333333
2801,Hermes Gamonal,Hard,1.0,2.0,33.33333333333333
2802,Hernan Casanova,Clay,0.0,1.0,0.0
2803,Hernan Gumy,Carpet,0.0,2.0,0.0
2804,Hernan Gumy,Clay,89.0,85.0,51.14942528735632
2805,Hernan Gumy,Grass,0.0,3.0,0.0
2806,Hernan Gumy,Hard,26.0,40.0,39.39393939393939
2807,Hernando Jose Escurra Isnardi,Clay,1.0,0.0,100.0
2808,Hernando Jose Escurra Isnardi,Hard,0.0,1.0,0.0
2809,Herve Grenier,Carpet,0.0,1.0,0.0
2810,Heve Kelley,Hard,0.0,1.0,0.0
2811,Hicham Arazi,Carpet,29.0,29.0,50.0
2812,Hicham Arazi,Clay,92.0,92.0,50.0
2813,Hicham Arazi,Grass,18.0,17.0,51.42857142857142
2814,Hicham Arazi,Hard,82.0,88.0,48.23529411764706
2815,Hicham Khaddari,Clay,2.0,3.0,40.0
2816,Hichem Bramly,Clay,0.0,2.0,0.0
2817,Hidehiko Tanizawa,Carpet,0.0,1.0,0.0
2818,Hidehiko Tanizawa,Hard,0.0,1.0,0.0
2819,Hideki Kaneko,Carpet,2.0,4.0,33.33333333333333
2820,Hideki Kaneko,Clay,1.0,1.0,50.0
2821,Hideki Kaneko,Hard,3.0,8.0,27.27272727272727
2822,Hillel Rousseau,Clay,0.0,2.0,0.0
2823,Hillel Rousseau,Hard,0.0,2.0,0.0
2824,Hira Lal Rahman,Clay,1.0,1.0,50.0
2825,Hira Lal Rahman,Hard,1.0,1.0,50.0
2826,Hiram Silfa,Clay,0.0,2.0,0.0
2827,Hiroki Kondo,Hard,1.0,3.0,25.0
2828,Hiroki Moriya,Grass,0.0,1.0,0.0
2829,Hiroki Moriya,Hard,3.0,10.0,23.076923076923077
2830,Hisham Hemeda,Carpet,0.0,1.0,0.0
2831,Hisham Hemeda,Clay,3.0,1.0,75.0
2832,Hiu Tung Yu,Clay,2.0,3.0,40.0
2833,Hiu Tung Yu,Hard,10.0,13.0,43.47826086956522
2834,Holger Rune,Clay,47.0,28.0,62.66666666666667
2835,Holger Rune,Grass,10.0,7.0,58.82352941176471
2836,Holger Rune,Hard,86.0,50.0,63.23529411764706
2837,Hong Chung,Grass,0.0,1.0,0.0
2838,Hong Chung,Hard,0.0,1.0,0.0
2839,Hong Kit Jack Wong,Hard,4.0,4.0,50.0
2840,Horacio De La Pena,Carpet,0.0,1.0,0.0
2841,Horacio De La Pena,Clay,46.0,59.0,43.80952380952381
2842,Horacio De La Pena,Grass,0.0,2.0,0.0
2843,Horacio De La Pena,Hard,0.0,4.0,0.0
2844,Horacio Zeballos,Clay,58.0,70.0,45.3125
2845,Horacio Zeballos,Grass,2.0,11.0,15.384615384615385
2846,Horacio Zeballos,Hard,31.0,52.0,37.34939759036144
2847,Horia Tecau,Hard,0.0,3.0,0.0
2848,Horst Skoff,Carpet,8.0,18.0,30.76923076923077
2849,Horst Skoff,Clay,71.0,61.0,53.78787878787878
2850,Horst Skoff,Grass,1.0,3.0,25.0
2851,Horst Skoff,Hard,8.0,22.0,26.666666666666668
2852,Howard Herr,Clay,0.0,1.0,0.0
2853,Howard Joffe,Hard,1.0,1.0,50.0
2854,Hsien Yin Peng,Hard,0.0,2.0,0.0
2855,Hsin Han Lee,Carpet,0.0,2.0,0.0
2856,Hsin Han Lee,Hard,1.0,1.0,50.0
2857,Hubert Hurkacz,Clay,37.0,29.0,56.060606060606055
2858,Hubert Hurkacz,Grass,25.0,14.0,64.1025641025641
2859,Hubert Hurkacz,Hard,149.0,96.0,60.816326530612244
2860,Hugo Armando,Clay,11.0,27.0,28.947368421052634
2861,Hugo Armando,Hard,2.0,3.0,40.0
2862,Hugo Dellien,Clay,31.0,45.0,40.78947368421053
2863,Hugo Dellien,Grass,0.0,3.0,0.0
2864,Hugo Dellien,Hard,5.0,14.0,26.31578947368421
2865,Hugo Gaston,Clay,20.0,20.0,50.0
2866,Hugo Gaston,Grass,3.0,3.0,50.0
2867,Hugo Gaston,Hard,17.0,33.0,34.0
2868,Hugo Grenier,Clay,2.0,6.0,25.0
2869,Hugo Grenier,Grass,1.0,1.0,50.0
2870,Hugo Grenier,Hard,4.0,10.0,28.57142857142857
2871,Hugo Nunez,Hard,1.0,1.0,50.0
2872,Hugo Nys,Clay,1.0,0.0,100.0
2873,Hugo Nys,Hard,0.0,1.0,0.0
2874,Hussain Al Ashwak,Hard,2.0,3.0,40.0
2875,Hyeon Chung,Clay,17.0,14.0,54.83870967741935
2876,Hyeon Chung,Grass,1.0,2.0,33.33333333333333
2877,Hyeon Chung,Hard,66.0,53.0,55.46218487394958
2878,Hyeong Keun Song,Hard,0.0,3.0,0.0
2879,Hyun Joon Kim,Clay,0.0,1.0,0.0
2880,Hyun Joon Kim,Hard,2.0,0.0,100.0
2881,Hyun Joon Suk,Clay,0.0,2.0,0.0
2882,Hyun Woo Nam,Hard,1.0,2.0,33.33333333333333
2883,Hyung Taik Lee,Carpet,11.0,6.0,64.70588235294117
2884,Hyung Taik Lee,Clay,31.0,31.0,50.0
2885,Hyung Taik Lee,Grass,19.0,20.0,48.717948717948715
2886,Hyung Taik Lee,Hard,101.0,108.0,48.32535885167464
2887,Ian Aler,Hard,0.0,1.0,0.0
2888,Ian Flanagan,Grass,2.0,1.0,66.66666666666666
2889,Ibrahim Abou Chahine,Clay,0.0,1.0,0.0
2890,Ibrahim Abou Chahine,Hard,0.0,4.0,0.0
2891,Ifthekar Sardar,Hard,1.0,3.0,25.0
2892,Ignaci Roca,Hard,0.0,4.0,0.0
2893,Ignacio Buse,Clay,1.0,0.0,100.0
2894,Ignacio Buse,Hard,1.0,2.0,33.33333333333333
2895,Ignacio Carou,Clay,0.0,4.0,0.0
2896,Ignacio Garcia,Hard,1.0,4.0,20.0
2897,Ignacio Hirigoyen,Clay,1.0,2.0,33.33333333333333
2898,Ignacio Hirigoyen,Hard,0.0,1.0,0.0
2899,Ignacio Martinez,Hard,1.0,3.0,25.0
2900,Ignacio Truyol,Clay,3.0,4.0,42.857142857142854
2901,Ignacio Truyol,Hard,1.0,2.0,33.33333333333333
2902,Igor Andreev,Carpet,11.0,9.0,55.00000000000001
2903,Igor Andreev,Clay,118.0,103.0,53.39366515837104
2904,Igor Andreev,Grass,16.0,17.0,48.484848484848484
2905,Igor Andreev,Hard,93.0,102.0,47.69230769230769
2906,Igor Chaldounov,Hard,0.0,1.0,0.0
2907,Igor Gaudi,Clay,0.0,2.0,0.0
2908,Igor Gaudi,Grass,0.0,1.0,0.0
2909,Igor Kornienko,Carpet,2.0,2.0,50.0
2910,Igor Kornienko,Clay,0.0,1.0,0.0
2911,Igor Kornienko,Hard,0.0,1.0,0.0
2912,Igor Kunitsyn,Carpet,11.0,10.0,52.38095238095239
2913,Igor Kunitsyn,Clay,8.0,22.0,26.666666666666668
2914,Igor Kunitsyn,Grass,12.0,25.0,32.432432432432435
2915,Igor Kunitsyn,Hard,58.0,95.0,37.908496732026144
2916,Igor Levine,Hard,0.0,1.0,0.0
2917,Igor Saric,Carpet,1.0,0.0,100.0
2918,Igor Saric,Clay,1.0,1.0,50.0
2919,Igor Sijsling,Clay,10.0,23.0,30.303030303030305
2920,Igor Sijsling,Grass,10.0,13.0,43.47826086956522
2921,Igor Sijsling,Hard,30.0,54.0,35.714285714285715
2922,Igor Tchelychev,Carpet,0.0,1.0,0.0
2923,Ilia Kushev,Carpet,1.0,0.0,100.0
2924,Ilia Kushev,Clay,2.0,5.0,28.57142857142857
2925,Ilija Bozoljac,Carpet,3.0,2.0,60.0
2926,Ilija Bozoljac,Clay,3.0,3.0,50.0
2927,Ilija Bozoljac,Grass,3.0,6.0,33.33333333333333
2928,Ilija Bozoljac,Hard,2.0,9.0,18.181818181818183
2929,Ilija Martinoski,Clay,1.0,2.0,33.33333333333333
2930,Ilija Martinoski,Hard,0.0,3.0,0.0
2931,Iliyan Radulov,Clay,1.0,0.0,100.0
2932,Illia Biloborodko,Clay,0.0,1.0,0.0
2933,Illia Biloborodko,Hard,0.0,1.0,0.0
2934,Illya Marchenko,Clay,3.0,15.0,16.666666666666664
2935,Illya Marchenko,Grass,6.0,16.0,27.27272727272727
2936,Illya Marchenko,Hard,56.0,65.0,46.28099173553719
2937,Ilou Lonfo,Carpet,1.0,0.0,100.0
2938,Ilou Lonfo,Clay,0.0,1.0,0.0
2939,Ilou Lonfo,Hard,4.0,3.0,57.14285714285714
2940,Ilya Belyaev,Hard,0.0,1.0,0.0
2941,Ilya Ivashka,Clay,16.0,23.0,41.02564102564102
2942,Ilya Ivashka,Grass,12.0,11.0,52.17391304347826
2943,Ilya Ivashka,Hard,60.0,56.0,51.724137931034484
2944,Ilya Snitari,Clay,0.0,2.0,0.0
2945,Iman Nilipour,Clay,0.0,1.0,0.0
2946,Inam Gul,Carpet,0.0,1.0,0.0
2947,Ingo Neumuller,Clay,0.0,1.0,0.0
2948,Inigo Cervantes Huegun,Clay,12.0,20.0,37.5
2949,Inigo Cervantes Huegun,Grass,1.0,3.0,25.0
2950,Inigo Cervantes Huegun,Hard,4.0,9.0,30.76923076923077
2951,Ioannis Xilas,Hard,1.0,1.0,50.0
2952,Ion Moldovan,Carpet,0.0,4.0,0.0
2953,Ion Moldovan,Clay,4.0,11.0,26.666666666666668
2954,Iphton Louis,Clay,0.0,3.0,0.0
2955,Iphton Louis,Hard,1.0,1.0,50.0
2956,Irakli Kunchulia,Clay,0.0,3.0,0.0
2957,Irakli Labadze,Carpet,3.0,4.0,42.857142857142854
2958,Irakli Labadze,Clay,27.0,33.0,45.0
2959,Irakli Labadze,Grass,5.0,9.0,35.714285714285715
2960,Irakli Labadze,Hard,17.0,37.0,31.48148148148148
2961,Irakli Metreveli,Carpet,0.0,1.0,0.0
2962,Irakli Ushangishvili,Carpet,0.0,1.0,0.0
2963,Irakli Ushangishvili,Clay,1.0,1.0,50.0
2964,Irakli Ushangishvili,Hard,0.0,1.0,0.0
2965,Isaac Becroft,Hard,0.0,1.0,0.0
2966,Isaac Donkor,Clay,0.0,1.0,0.0
2967,Isaac Donkor,Hard,5.0,5.0,50.0
2968,Isaac Tetteh Quaye,Hard,1.0,0.0,100.0
2969,Isak Arvidsson,Clay,0.0,1.0,0.0
2970,Isak Arvidsson,Hard,1.0,7.0,12.5
2971,Ismael Changawa Ruwa Mzai,Hard,0.0,1.0,0.0
2972,Ismar Gorcic,Clay,1.0,2.0,33.33333333333333
2973,Israel Matos Gil,Clay,0.0,2.0,0.0
2974,Israel Morales,Hard,2.0,2.0,50.0
2975,Issam Al Tawil,Clay,1.0,1.0,50.0
2976,Issam Al Tawil,Hard,1.0,4.0,20.0
2977,Iurie Gorban,Carpet,0.0,1.0,0.0
2978,Iurie Gorban,Clay,0.0,1.0,0.0
2979,Ivan Baron,Clay,1.0,5.0,16.666666666666664
2980,Ivan Baron,Hard,0.0,4.0,0.0
2981,Ivan Beros,Clay,1.0,1.0,50.0
2982,Ivan Cerovic,Clay,0.0,1.0,0.0
2983,Ivan Dodig,Clay,27.0,37.0,42.1875
2984,Ivan Dodig,Grass,17.0,14.0,54.83870967741935
2985,Ivan Dodig,Hard,74.0,89.0,45.39877300613497
2986,Ivan Endara,Clay,4.0,7.0,36.36363636363637
2987,Ivan Endara,Hard,1.0,3.0,25.0
2988,Ivan Gakhov,Clay,1.0,3.0,25.0
2989,Ivan Keskinov,Clay,3.0,5.0,37.5
2990,Ivan Lendl,Carpet,41.0,17.0,70.6896551724138
2991,Ivan Lendl,Clay,30.0,20.0,60.0
2992,Ivan Lendl,Grass,6.0,6.0,50.0
2993,Ivan Lendl,Hard,90.0,40.0,69.23076923076923
2994,Ivan Ljubicic,Carpet,53.0,26.0,67.08860759493672
2995,Ivan Ljubicic,Clay,105.0,83.0,55.85106382978723
2996,Ivan Ljubicic,Grass,24.0,26.0,48.0
2997,Ivan Ljubicic,Hard,248.0,163.0,60.34063260340633
2998,Ivan Miranda,Carpet,1.0,2.0,33.33333333333333
2999,Ivan Miranda,Clay,16.0,17.0,48.484848484848484
3000,Ivan Miranda,Grass,2.0,1.0,66.66666666666666
3001,Ivan Miranda,Hard,6.0,14.0,30.0
3002,Ivan Navarro,Clay,24.0,34.0,41.37931034482759
3003,Ivan Navarro,Grass,6.0,11.0,35.294117647058826
3004,Ivan Navarro,Hard,5.0,20.0,20.0
3005,Ivan Nedelko,Hard,0.0,2.0,0.0
3006,Ivan Sergeyev,Hard,5.0,1.0,83.33333333333334
3007,Ivan Vajda,Clay,0.0,3.0,0.0
3008,Ivaylo Traykov,Carpet,4.0,3.0,57.14285714285714
3009,Ivaylo Traykov,Clay,5.0,6.0,45.45454545454545
3010,Ivo Bratanov,Clay,2.0,0.0,100.0
3011,Ivo Bratanov,Hard,0.0,2.0,0.0
3012,Ivo Heuberger,Carpet,7.0,12.0,36.84210526315789
3013,Ivo Heuberger,Clay,2.0,14.0,12.5
3014,Ivo Heuberger,Grass,4.0,8.0,33.33333333333333
3015,Ivo Heuberger,Hard,21.0,45.0,31.818181818181817
3016,Ivo Karlovic,Carpet,8.0,9.0,47.05882352941176
3017,Ivo Karlovic,Clay,56.0,76.0,42.42424242424242
3018,Ivo Karlovic,Grass,74.0,44.0,62.71186440677966
3019,Ivo Karlovic,Hard,235.0,217.0,51.991150442477874
3020,Ivo Klec,Clay,1.0,3.0,25.0
3021,Ivo Klec,Hard,1.0,4.0,20.0
3022,Ivo Lagzdins,Carpet,0.0,2.0,0.0
3023,Ivo Lagzdins,Clay,0.0,2.0,0.0
3024,Ivo Lagzdins,Hard,0.0,1.0,0.0
3025,Ivo Minar,Carpet,0.0,3.0,0.0
3026,Ivo Minar,Clay,14.0,30.0,31.818181818181817
3027,Ivo Minar,Grass,3.0,10.0,23.076923076923077
3028,Ivo Minar,Hard,18.0,26.0,40.909090909090914
3029,Ivor Grazette,Hard,0.0,2.0,0.0
3030,Izak Van Der Merwe,Carpet,0.0,2.0,0.0
3031,Izak Van Der Merwe,Clay,1.0,2.0,33.33333333333333
3032,Izak Van Der Merwe,Grass,2.0,2.0,50.0
3033,Izak Van Der Merwe,Hard,13.0,10.0,56.52173913043478
3034,Iztok Bozic,Carpet,1.0,3.0,25.0
3035,Iztok Bozic,Clay,10.0,8.0,55.55555555555556
3036,Iztok Bozic,Hard,3.0,3.0,50.0
3037,J J Wolf,Clay,7.0,9.0,43.75
3038,J J Wolf,Grass,3.0,3.0,50.0
3039,J J Wolf,Hard,35.0,41.0,46.05263157894737
3040,Jaak Poldma,Carpet,0.0,1.0,0.0
3041,Jaak Poldma,Clay,0.0,1.0,0.0
3042,Jaak Poldma,Hard,3.0,4.0,42.857142857142854
3043,Jaan Kononov,Hard,0.0,1.0,0.0
3044,Jabor Al Mutawa,Hard,0.0,4.0,0.0
3045,Jacco Eltingh,Carpet,24.0,27.0,47.05882352941176
3046,Jacco Eltingh,Clay,36.0,37.0,49.31506849315068
3047,Jacco Eltingh,Grass,27.0,19.0,58.69565217391305
3048,Jacco Eltingh,Hard,37.0,61.0,37.755102040816325
3049,Jack Brasington,Clay,1.0,2.0,33.33333333333333
3050,Jack Brasington,Grass,0.0,1.0,0.0
3051,Jack Brasington,Hard,1.0,5.0,16.666666666666664
3052,Jack Cheng,Hard,0.0,1.0,0.0
3053,Jack Draper,Clay,9.0,11.0,45.0
3054,Jack Draper,Grass,15.0,7.0,68.18181818181817
3055,Jack Draper,Hard,55.0,33.0,62.5
3056,Jack Loutit,Hard,1.0,0.0,100.0
3057,Jack Mingjie Lin,Hard,0.0,1.0,0.0
3058,Jack Sock,Clay,33.0,26.0,55.932203389830505
3059,Jack Sock,Grass,17.0,14.0,54.83870967741935
3060,Jack Sock,Hard,132.0,114.0,53.65853658536586
